MemberCount;GroupSize;GroupOrientation;GroupArc;DistanceFromGroup;WelcomedFactor;ScenarioLength
3;0.8;-42.5;180;2.120095;5;6.709937
3;0.8;-30;220;2.14956;5;7.144109
3;0.8;-45;260;2.091735;4;8.065372
3;0.8;-50;140;2.013328;4;7.787808
3;0.8;-70;180;2.141489;5;8.521853
3;0.8;-30;220;2.122252;5;8.645537
3;0.8;20;260;1.710477;4;13.37668
3;0.8;50;140;1.629836;4;14.47848
3;0.8;40;180;1.631406;5;5.621579
3;0.8;50;140;1.630912;5;5.677114
3;0.8;-110;260;2.234698;4;6.077132
3;0.8;30;220;1.68837;4;5.733279
3;0.8;-45;260;1.98637;5;14.20041
3;0.8;30;220;1.68168;4;25.76721
3;0.8;-70;180;1.965272;5;3.866573
3;0.8;0;140;1.697724;5;4.220446
3;0.8;12.5;180;1.767525;5;4.975897
3;0.8;0;220;1.854897;3;3.777303
3;0.8;-50;140;1.770795;5;5.154885
3;0.8;20;260;1.842129;2;3.966121
3;0.8;-60;220;2.077907;5;4.711256
3;0.8;40;180;1.710587;3;7.57591
3;0.8;-25;140;1.742629;5;4.623367
3;0.8;-12.5;260;1.91093;3;3.465426
3;0.8;-15;180;1.835683;5;4.722466
3;0.8;0;220;1.879583;4;3.822947
3;0.8;-12.5;260;1.861876;3;4.253239
3;0.8;50;140;1.648591;4;13.47933
3;0.8;-90;220;2.066978;5;11.1647
3;0.8;-77.5;260;2.189012;3;14.2902
3;0.8;-42.5;180;1.892643;5;4.743096
3;0.8;-50;140;1.769368;5;4.676023
3;0.8;-77.5;260;2.085918;4;4.257328
3;0.8;0;140;1.719284;5;4.333062
3;0.8;-15;180;1.790494;5;4.409803
3;0.8;30;220;1.74804;4;4.688878
3;0.8;0;140;1.770127;5;16.47841
3;0.8;-60;220;1.9897;4;5.398794
3;0.8;40;180;1.733748;4;4.766756
3;0.8;-77.5;260;2.22844;3;3.931153
3;0.8;-70;180;1.88116;3;5.010659
3;0.8;25;140;1.717933;5;4.280245
3;0.8;0;220;1.963766;5;3.730586
3;0.8;-110;260;2.159575;2;3.644032
3;0.8;-25;140;1.718598;5;4.110658
3;0.8;-15;180;1.812121;5;4.242745
3;0.8;-90;220;2.030548;3;3.921149
3;0.8;-110;260;2.059684;3;4.157087
3;0.8;12.5;180;1.790822;5;4.187828
3;0.8;25;140;1.665729;5;4.565555
3;0.8;-60;220;1.94475;4;4.033027
3;0.8;-45;260;2.027161;3;3.576268
3;0.8;-90;220;1.984213;3;3.885478
3;0.8;12.5;180;1.779468;5;3.826149
3;0.8;20;260;1.831353;1;4.166091
3;0.8;-25;140;1.794442;5;4.554235
3;0.8;-42.5;180;1.81519;5;3.53285
3;0.8;25;140;1.70024;5;4.354775
3;0.8;-12.5;260;1.893675;3;3.756994
3;0.8;-30;220;1.858457;2;4.534261

